Time(ms),Temperature(C),Pressure(Pa),ABS Altitude(m),Rel Altitude(m)
190265,12.50,101609.00,-23.60,6.39
190365,12.50,101603.00,-23.10,6.88
190461,12.50,101601.00,-22.94,7.05
190562,12.50,101602.00,-23.02,6.97
190658,12.50,101600.00,-22.86,7.13
190753,12.50,101602.00,-23.02,6.97
190849,12.50,101603.00,-23.10,6.88
190945,12.50,101595.00,-22.44,7.55
191045,12.50,101591.00,-22.11,7.88
191147,12.50,101591.00,-22.11,7.88
191242,12.40,101578.00,-21.03,8.96
191342,12.40,101579.00,-21.11,8.88
191437,12.40,101575.00,-20.78,9.21
191536,12.40,101577.00,-20.95,9.04
191632,12.40,101580.00,-21.20,8.79
191731,12.40,101576.00,-20.86,9.12
191826,12.40,101574.00,-20.70,9.29
191927,12.40,101579.00,-21.11,8.88
192022,12.50,101585.00,-21.61,8.38
192117,12.50,101581.00,-21.28,8.71
192214,12.50,101583.00,-21.45,8.54
192309,12.50,101589.00,-21.94,8.05
192405,12.70,101648.00,-26.84,3.15
192500,12.80,101658.00,-27.67,2.32
192596,12.70,101656.00,-27.50,2.49
192692,12.70,101649.00,-26.92,3.07
192788,12.60,101599.00,-22.77,7.22
192883,12.60,101608.00,-23.52,6.47
192978,12.60,101616.00,-24.18,5.81
193075,12.60,101622.00,-24.68,5.31
193170,12.60,101624.00,-24.85,5.14
193266,12.60,101636.00,-25.84,4.15
193361,12.70,101639.00,-26.09,3.90
193458,12.70,101640.00,-26.17,3.81
193553,12.70,101645.00,-26.59,3.40
193648,12.70,101649.00,-26.92,3.07
193744,12.80,101658.00,-27.67,2.32
193840,12.80,101649.00,-26.92,3.07
193936,12.80,101661.00,-27.92,2.07
194031,12.80,101652.00,-27.17,2.82
194127,12.80,101662.00,-28.00,1.99
194223,12.80,101660.00,-27.83,2.16
194319,12.80,101651.00,-27.09,2.90
194414,12.80,101661.00,-27.92,2.07
194509,12.80,101663.00,-28.08,1.91
194606,12.80,101660.00,-27.83,2.16
194701,12.80,101658.00,-27.67,2.32
194797,12.80,101648.00,-26.84,3.15
194892,12.80,101650.00,-27.00,2.99
194989,12.70,101646.00,-26.67,3.32
195084,12.80,101652.00,-27.17,2.82
195179,12.70,101648.00,-26.84,3.15
195275,12.70,101654.00,-27.33,2.65
195371,12.70,101647.00,-26.75,3.23
195467,12.80,101646.00,-26.67,3.32
195562,12.70,101646.00,-26.67,3.32
195658,12.80,101645.00,-26.59,3.40
195753,12.70,101647.00,-26.75,3.23
195850,12.70,101647.00,-26.75,3.23
195945,12.70,101638.00,-26.01,3.98
196040,12.70,101636.00,-25.84,4.15
196136,12.70,101638.00,-26.01,3.98
196232,12.70,101638.00,-26.01,3.98
196328,12.70,101633.00,-25.59,4.39
196423,12.70,101638.00,-26.01,3.98
196519,12.70,101635.00,-25.76,4.23
196615,12.70,101635.00,-25.76,4.23
196710,12.70,101632.00,-25.51,4.48
196806,12.70,101629.00,-25.26,4.73
196901,12.70,101632.00,-25.51,4.48
196998,12.70,101627.00,-25.09,4.89
197093,12.70,101625.00,-24.93,5.06
197189,12.70,101620.00,-24.52,5.47
197284,12.70,101620.00,-24.52,5.47
197381,12.70,101617.00,-24.27,5.72
197476,12.70,101616.00,-24.18,5.81
197571,12.70,101606.00,-23.35,6.63
197667,12.70,101600.00,-22.86,7.13
197763,12.70,101606.00,-23.35,6.63
197859,12.70,101606.00,-23.35,6.63
197954,12.70,101614.00,-24.02,5.97
198050,12.70,101620.00,-24.52,5.47
198146,12.70,101619.00,-24.43,5.56
198241,12.70,101620.00,-24.52,5.47
198337,12.70,101609.00,-23.60,6.39
198432,12.70,101612.00,-23.85,6.14
198529,12.70,101624.00,-24.85,5.14
198624,12.70,101612.00,-23.85,6.14
198720,12.70,101622.00,-24.68,5.31
198815,12.70,101613.00,-23.93,6.05
198912,12.70,101622.00,-24.68,5.31
199007,12.70,101620.00,-24.52,5.47
199102,12.70,101608.00,-23.52,6.47
199198,12.70,101620.00,-24.52,5.47
199293,12.70,101618.00,-24.35,5.64
199390,12.70,101619.00,-24.43,5.56
199485,12.70,101616.00,-24.18,5.81
199581,12.70,101613.00,-23.93,6.05
199676,12.70,101609.00,-23.60,6.39
199772,12.70,101617.00,-24.27,5.72
199868,12.70,101617.00,-24.27,5.72
199963,12.70,101613.00,-23.93,6.05
200059,12.70,101608.00,-23.52,6.47
200155,12.70,101616.00,-24.18,5.81
200251,12.70,101606.00,-23.35,6.63
200346,12.70,101613.00,-23.93,6.05
200442,12.70,101607.00,-23.44,6.55
200538,12.70,101609.00,-23.60,6.39
200633,12.70,101609.00,-23.60,6.39
200729,12.70,101608.00,-23.52,6.47
200824,12.70,101604.00,-23.19,6.80
200921,12.70,101603.00,-23.10,6.88
201016,12.70,101606.00,-23.35,6.63
201112,12.70,101609.00,-23.60,6.39
201207,12.70,101604.00,-23.19,6.80
201303,12.70,101599.00,-22.77,7.22
201399,12.70,101614.00,-24.02,5.97
201494,12.70,101609.00,-23.60,6.39
201590,12.70,101608.00,-23.52,6.47
201686,12.70,101609.00,-23.60,6.39
201782,12.70,101605.00,-23.27,6.72
201877,12.80,101618.00,-24.35,5.64
201973,12.80,101614.00,-24.02,5.97
202068,12.80,101620.00,-24.52,5.47
202164,12.80,101616.00,-24.18,5.81
202260,12.80,101620.00,-24.52,5.47
202355,12.80,101621.00,-24.60,5.39
202451,12.80,101625.00,-24.93,5.06
202547,12.80,101621.00,-24.60,5.39
202643,12.80,101620.00,-24.52,5.47
202738,12.80,101612.00,-23.85,6.14
202833,12.80,101630.00,-25.35,4.64
202930,12.90,101627.00,-25.09,4.89
203025,12.80,101636.00,-25.84,4.15
203121,12.90,101645.00,-26.59,3.40
203216,12.90,101644.00,-26.51,3.48
203313,12.90,101658.00,-27.67,2.32
203408,12.90,101652.00,-27.17,2.82
203504,13.00,101653.00,-27.25,2.73
203599,13.00,101659.00,-27.75,2.24
203695,12.90,101655.00,-27.42,2.57
203791,13.00,101647.00,-26.75,3.23
203886,13.00,101650.00,-27.00,2.99
203982,13.00,101657.00,-27.58,2.40
204078,13.00,101650.00,-27.00,2.99
204174,13.00,101653.00,-27.25,2.73
204269,12.90,101638.00,-26.01,3.98
204364,12.90,101626.00,-25.01,4.98
204461,12.80,101621.00,-24.60,5.39
204556,12.80,101615.00,-24.10,5.89
204652,12.80,101613.00,-23.93,6.05
204747,12.80,101617.00,-24.27,5.72
204844,12.80,101618.00,-24.35,5.64
204939,12.80,101605.00,-23.27,6.72
205035,12.80,101605.00,-23.27,6.72
205130,12.80,101621.00,-24.60,5.39
205225,12.80,101608.00,-23.52,6.47
205322,12.80,101603.00,-23.10,6.88
205417,12.80,101603.00,-23.10,6.88
205513,12.80,101604.00,-23.19,6.80
205608,12.80,101614.00,-24.02,5.97
205705,12.80,101608.00,-23.52,6.47
205800,12.80,101626.00,-25.01,4.98
205895,12.90,101631.00,-25.43,4.56
205991,12.90,101636.00,-25.84,4.15
206087,12.90,101643.00,-26.42,3.56
206183,13.00,101646.00,-26.67,3.32
206278,13.00,101651.00,-27.09,2.90
206374,13.00,101659.00,-27.75,2.24
206470,13.00,101647.00,-26.75,3.23
206566,13.00,101646.00,-26.67,3.32
206661,12.90,101643.00,-26.42,3.56
206756,12.90,101638.00,-26.01,3.98
206853,13.00,101666.00,-28.33,1.66
206948,12.90,101614.00,-24.02,5.97
207044,12.80,101608.00,-23.52,6.47
207139,13.00,101667.00,-28.41,1.57
207236,13.00,101665.00,-28.25,1.74
207331,13.00,101661.00,-27.92,2.07
207426,13.00,101661.00,-27.92,2.07
207522,13.00,101660.00,-27.83,2.16
207618,13.00,101667.00,-28.41,1.57
207714,13.00,101660.00,-27.83,2.16
207809,13.00,101659.00,-27.75,2.24
207905,13.00,101667.00,-28.41,1.57
208001,12.90,101629.00,-25.26,4.73
208097,12.90,101637.00,-25.92,4.06
208192,13.00,101646.00,-26.67,3.32
208287,13.00,101648.00,-26.84,3.15
208384,13.00,101660.00,-27.83,2.16
208479,13.00,101662.00,-28.00,1.99
208575,13.00,101646.00,-26.67,3.32
208670,12.90,101629.00,-25.26,4.73
208766,12.90,101617.00,-24.27,5.72
208862,12.80,101586.00,-21.69,8.29
208957,12.70,101568.00,-20.20,9.79
209054,12.60,101534.00,-17.38,12.61
209150,12.60,101527.00,-16.79,13.19
209248,12.60,101521.00,-16.30,13.69
209344,12.50,101518.00,-16.05,13.94
209445,12.50,101511.00,-15.47,14.52
209543,12.50,101521.00,-16.30,13.69
209644,12.60,101518.00,-16.05,13.94
209740,12.50,101511.00,-15.47,14.52
209843,12.50,101513.00,-15.63,14.36
209939,12.50,101506.00,-15.05,14.93
210040,12.50,101506.00,-15.05,14.93
210138,12.50,101507.00,-15.14,14.85
210239,12.50,101496.00,-14.22,15.77
210335,12.50,101500.00,-14.55,15.43
210436,12.50,101502.00,-14.72,15.27
210533,12.50,101509.00,-15.30,14.69
210633,12.50,101505.00,-14.97,15.02
210729,12.50,101506.00,-15.05,14.93
210830,12.50,101506.00,-15.05,14.93
210927,12.60,101504.00,-14.89,15.10
211027,12.60,101502.00,-14.72,15.27
211124,12.60,101512.00,-15.55,14.44
211224,12.60,101508.00,-15.22,14.77
211320,12.60,101506.00,-15.05,14.93
211421,12.60,101502.00,-14.72,15.27
211518,12.60,101506.00,-15.05,14.93
211618,12.60,101506.00,-15.05,14.93
211715,12.60,101500.00,-14.55,15.43
211817,12.60,101499.00,-14.47,15.52
211918,12.60,101502.00,-14.72,15.27
212016,12.50,101492.00,-13.89,16.10
212117,12.50,101492.00,-13.89,16.10
212214,12.70,101529.00,-16.96,13.03
212315,13.10,101654.00,-27.33,2.65
212410,13.10,101656.00,-27.50,2.49
212511,13.10,101653.00,-27.25,2.73
212606,13.20,101657.00,-27.58,2.40
212707,13.20,101659.00,-27.75,2.24
212803,13.10,101659.00,-27.75,2.24
212903,13.00,101624.00,-24.85,5.14
213001,12.70,101523.00,-16.46,13.52
213097,12.50,101479.00,-12.81,17.18
213194,12.50,101481.00,-12.97,17.01
213294,12.50,101490.00,-13.72,16.27
213391,12.50,101488.00,-13.56,16.43
213490,12.50,101483.00,-13.14,16.85
213587,12.50,101483.00,-13.14,16.85
213684,12.60,101485.00,-13.31,16.68
213781,12.60,101493.00,-13.97,16.02
213877,12.60,101493.00,-13.97,16.02
213972,13.00,101600.00,-22.86,7.13
214073,13.10,101637.00,-25.92,4.06
214168,13.10,101641.00,-26.26,3.73
214268,13.20,101663.00,-28.08,1.91
214364,13.20,101658.00,-27.67,2.32
214460,13.20,101661.00,-27.92,2.07
214555,13.20,101661.00,-27.92,2.07
214650,13.20,101665.00,-28.25,1.74
214747,13.20,101657.00,-27.58,2.40
214842,13.20,101651.00,-27.09,2.90
214938,13.20,101653.00,-27.25,2.73
215033,13.20,101661.00,-27.92,2.07
215130,13.20,101657.00,-27.58,2.40
215225,13.20,101661.00,-27.92,2.07
215320,13.20,101661.00,-27.92,2.07
215416,13.20,101655.00,-27.42,2.57
215512,13.20,101667.00,-28.41,1.57
215608,13.20,101662.00,-28.00,1.99
215703,13.20,101658.00,-27.67,2.32
215799,13.20,101659.00,-27.75,2.24
215895,13.20,101667.00,-28.41,1.57
215991,13.10,101642.00,-26.34,3.65
216086,12.90,101588.00,-21.86,8.13
216181,13.10,101628.00,-25.18,4.81
216278,13.20,101656.00,-27.50,2.49
216373,13.20,101666.00,-28.33,1.66
216469,13.20,101661.00,-27.92,2.07
216564,13.20,101661.00,-27.92,2.07
216660,13.20,101660.00,-27.83,2.16
216756,13.20,101662.00,-28.00,1.99
216851,13.20,101665.00,-28.25,1.74
216947,13.20,101662.00,-28.00,1.99
217042,13.10,101633.00,-25.59,4.39
217140,12.70,101531.00,-17.13,12.86
217236,12.70,101525.00,-16.63,13.36
217333,12.80,101539.00,-17.79,12.19
217430,12.70,101533.00,-17.29,12.69
217527,12.80,101531.00,-17.13,12.86
217623,12.80,101559.00,-19.45,10.53
217720,12.80,101548.00,-18.54,11.45
217817,12.80,101541.00,-17.96,12.03
217913,12.80,101540.00,-17.88,12.11
218010,12.80,101534.00,-17.38,12.61
218106,12.80,101541.00,-17.96,12.03
218204,12.80,101539.00,-17.79,12.19
218300,12.80,101537.00,-17.63,12.36
218397,12.80,101536.00,-17.55,12.44
218493,12.80,101530.00,-17.05,12.94
218591,12.80,101539.00,-17.79,12.19
218687,12.80,101537.00,-17.63,12.36
218784,12.80,101539.00,-17.79,12.19
218881,12.80,101536.00,-17.55,12.44
218977,12.80,101530.00,-17.05,12.94
219074,12.80,101535.00,-17.46,12.53
219170,12.80,101544.00,-18.21,11.78
219268,12.80,101533.00,-17.29,12.69
219364,12.80,101530.00,-17.05,12.94
219461,12.80,101539.00,-17.79,12.19
219557,12.90,101537.00,-17.63,12.36
219655,12.90,101544.00,-18.21,11.78
219750,13.10,101624.00,-24.85,5.14
219845,13.30,101652.00,-27.17,2.82
219941,13.30,101656.00,-27.50,2.49
220037,13.30,101669.00,-28.58,1.41
220133,13.30,101653.00,-27.25,2.73
220228,13.30,101656.00,-27.50,2.49
220324,13.30,101655.00,-27.42,2.57
220420,13.30,101654.00,-27.33,2.65
220516,13.30,101658.00,-27.67,2.32
220611,13.30,101649.00,-26.92,3.07
220706,13.30,101653.00,-27.25,2.73
220803,13.30,101655.00,-27.42,2.57
220898,13.20,101636.00,-25.84,4.15
220994,13.20,101619.00,-24.43,5.56
221089,13.20,101619.00,-24.43,5.56
221186,13.20,101615.00,-24.10,5.89
221281,13.20,101621.00,-24.60,5.39
221376,13.20,101624.00,-24.85,5.14
221472,13.20,101619.00,-24.43,5.56
221568,13.20,101619.00,-24.43,5.56
221664,13.20,101612.00,-23.85,6.14
221759,13.10,101617.00,-24.27,5.72
221855,13.10,101613.00,-23.93,6.05
221950,13.10,101609.00,-23.60,6.39
222047,13.10,101607.00,-23.44,6.55
222142,13.30,101656.00,-27.50,2.49
222237,13.30,101655.00,-27.42,2.57
222333,13.30,101661.00,-27.92,2.07
222429,13.30,101669.00,-28.58,1.41
222525,13.30,101659.00,-27.75,2.24
222620,13.40,101671.00,-28.74,1.24
222716,13.40,101671.00,-28.74,1.24
222812,13.40,101668.00,-28.49,1.49
222907,13.40,101662.00,-28.00,1.99
223003,13.40,101672.00,-28.83,1.16
223098,13.40,101668.00,-28.49,1.49
223195,13.40,101669.00,-28.58,1.41
223290,13.40,101665.00,-28.25,1.74
223386,13.40,101672.00,-28.83,1.16
223481,13.30,101666.00,-28.33,1.66
223578,13.40,101672.00,-28.83,1.16
223673,13.40,101667.00,-28.41,1.57
223768,13.40,101663.00,-28.08,1.91
223864,13.40,101668.00,-28.49,1.49
223960,13.40,101664.00,-28.16,1.82
224056,13.40,101665.00,-28.25,1.74
224151,13.40,101669.00,-28.58,1.41
224247,13.40,101664.00,-28.16,1.82
224343,13.30,101661.00,-27.92,2.07
224438,13.30,101662.00,-28.00,1.99
224534,13.30,101662.00,-28.00,1.99
224629,13.30,101662.00,-28.00,1.99
224726,13.30,101663.00,-28.08,1.91
224821,13.30,101667.00,-28.41,1.57
224917,13.30,101663.00,-28.08,1.91
225012,13.30,101664.00,-28.16,1.82
225108,13.30,101662.00,-28.00,1.99
225204,13.30,101669.00,-28.58,1.41
225299,13.40,101658.00,-27.67,2.32
225395,13.40,101663.00,-28.08,1.91
225490,13.30,101658.00,-27.67,2.32
225587,13.30,101664.00,-28.16,1.82
225682,13.30,101660.00,-27.83,2.16
225778,13.30,101658.00,-27.67,2.32
225873,13.30,101649.00,-26.92,3.07
225969,13.30,101657.00,-27.58,2.40
226065,13.30,101656.00,-27.50,2.49
226160,13.30,101653.00,-27.25,2.73
226256,13.30,101655.00,-27.42,2.57
226352,13.30,101658.00,-27.67,2.32
226448,13.30,101649.00,-26.92,3.07
226543,13.30,101656.00,-27.50,2.49
226639,13.30,101655.00,-27.42,2.57
226735,13.20,101624.00,-24.85,5.14
226830,13.20,101615.00,-24.10,5.89
226926,13.20,101622.00,-24.68,5.31
227021,13.20,101614.00,-24.02,5.97
227118,13.20,101607.00,-23.44,6.55
227213,13.20,101608.00,-23.52,6.47
227309,13.20,101605.00,-23.27,6.72
227404,13.20,101604.00,-23.19,6.80
227500,13.20,101604.00,-23.19,6.80
227596,13.20,101616.00,-24.18,5.81
227691,13.20,101620.00,-24.52,5.47
227787,13.20,101627.00,-25.09,4.89
227883,13.30,101623.00,-24.76,5.22
227979,13.30,101634.00,-25.68,4.31
228074,13.30,101634.00,-25.68,4.31
228170,13.30,101636.00,-25.84,4.15
228265,13.30,101632.00,-25.51,4.48
228361,13.30,101634.00,-25.68,4.31
228457,13.30,101635.00,-25.76,4.23
228552,13.30,101634.00,-25.68,4.31
228648,13.30,101641.00,-26.26,3.73
228744,13.30,101639.00,-26.09,3.90
228840,13.30,101631.00,-25.43,4.56
228935,13.30,101632.00,-25.51,4.48
229030,13.30,101627.00,-25.09,4.89
229127,13.40,101646.00,-26.67,3.32
229222,13.40,101657.00,-27.58,2.40
229318,13.30,101642.00,-26.34,3.65
229413,13.40,101660.00,-27.83,2.16
229510,13.30,101639.00,-26.09,3.90
229605,13.40,101662.00,-28.00,1.99
229701,13.30,101646.00,-26.67,3.32
229796,13.40,101650.00,-27.00,2.99
229892,13.40,101648.00,-26.84,3.15
229988,13.30,101644.00,-26.51,3.48
230083,13.30,101639.00,-26.09,3.90
230179,13.30,101638.00,-26.01,3.98
230275,13.30,101629.00,-25.26,4.73
230371,13.30,101629.00,-25.26,4.73
230466,13.30,101624.00,-24.85,5.14
230561,13.30,101628.00,-25.18,4.81
230658,13.30,101626.00,-25.01,4.98
230753,13.30,101636.00,-25.84,4.15
230849,13.30,101638.00,-26.01,3.98
230944,13.30,101636.00,-25.84,4.15
231041,13.30,101627.00,-25.09,4.89
231136,13.30,101635.00,-25.76,4.23
231232,13.30,101632.00,-25.51,4.48
231327,13.30,101632.00,-25.51,4.48
231422,13.30,101630.00,-25.35,4.64
231519,13.30,101633.00,-25.59,4.39
231614,13.30,101634.00,-25.68,4.31
231710,13.30,101636.00,-25.84,4.15
231805,13.30,101634.00,-25.68,4.31
231902,13.30,101638.00,-26.01,3.98
231997,13.30,101635.00,-25.76,4.23
232092,13.30,101635.00,-25.76,4.23
232188,13.30,101640.00,-26.17,3.81
232284,13.40,101632.00,-25.51,4.48
232380,13.30,101633.00,-25.59,4.39
232475,13.30,101634.00,-25.68,4.31
232571,13.40,101637.00,-25.92,4.06
232667,13.40,101640.00,-26.17,3.81
232763,13.30,101638.00,-26.01,3.98
232858,13.40,101642.00,-26.34,3.65
232953,13.40,101638.00,-26.01,3.98
233050,13.40,101634.00,-25.68,4.31
233145,13.40,101635.00,-25.76,4.23
233241,13.40,101636.00,-25.84,4.15
233336,13.40,101634.00,-25.68,4.31
233433,13.40,101634.00,-25.68,4.31
233532,13.40,101636.00,-25.84,4.15
233632,13.40,101644.00,-26.51,3.48
233729,13.40,101634.00,-25.68,4.31
233829,13.40,101636.00,-25.84,4.15
233925,13.40,101643.00,-26.42,3.56
234025,13.40,101643.00,-26.42,3.56
234121,13.40,101658.00,-27.67,2.32
234222,13.40,101635.00,-25.76,4.23
234317,13.40,101639.00,-26.09,3.90
234418,13.40,101637.00,-25.92,4.06
234514,13.40,101648.00,-26.84,3.15
234614,13.40,101653.00,-27.25,2.73
234711,13.40,101644.00,-26.51,3.48
234806,13.40,101641.00,-26.26,3.73
234902,13.40,101636.00,-25.84,4.15
235001,13.40,101630.00,-25.35,4.64
235097,13.40,101636.00,-25.84,4.15
235196,13.30,101622.00,-24.68,5.31
235291,13.30,101616.00,-24.18,5.81
235390,13.30,101619.00,-24.43,5.56
235487,13.30,101618.00,-24.35,5.64
235586,13.30,101626.00,-25.01,4.98
235681,13.30,101631.00,-25.43,4.56
235782,13.30,101623.00,-24.76,5.22
235877,13.30,101619.00,-24.43,5.56
235977,13.40,101632.00,-25.51,4.48
236072,13.40,101647.00,-26.75,3.23
236177,13.50,101664.00,-28.16,1.82
236277,13.50,101655.00,-27.42,2.57
236374,13.50,101658.00,-27.67,2.32
236474,13.50,101662.00,-28.00,1.99
236569,13.50,101663.00,-28.08,1.91
236670,13.50,101658.00,-27.67,2.32
236766,13.50,101662.00,-28.00,1.99
236866,13.50,101659.00,-27.75,2.24
236962,13.50,101656.00,-27.50,2.49
237058,13.50,101654.00,-27.33,2.65
237154,13.50,101656.00,-27.50,2.49
237249,13.40,101643.00,-26.42,3.56
237350,13.40,101640.00,-26.17,3.81
237446,13.40,101646.00,-26.67,3.32
237541,13.40,101644.00,-26.51,3.48
237637,13.50,101656.00,-27.50,2.49
237732,13.50,101659.00,-27.75,2.24
237832,13.50,101660.00,-27.83,2.16
237927,13.50,101663.00,-28.08,1.91
238025,13.50,101662.00,-28.00,1.99
238121,13.50,101662.00,-28.00,1.99
238217,13.50,101660.00,-27.83,2.16
238313,13.50,101663.00,-28.08,1.91
238408,13.50,101666.00,-28.33,1.66
238504,13.50,101664.00,-28.16,1.82
238604,13.50,101663.00,-28.08,1.91
238700,13.50,101661.00,-27.92,2.07
238795,13.50,101656.00,-27.50,2.49
238892,13.50,101661.00,-27.92,2.07
238987,13.50,101663.00,-28.08,1.91
239082,13.50,101658.00,-27.67,2.32
239178,13.50,101661.00,-27.92,2.07
239273,13.50,101666.00,-28.33,1.66
239375,13.50,101669.00,-28.58,1.41
239470,13.50,101662.00,-28.00,1.99
239566,13.50,101661.00,-27.92,2.07
239667,13.50,101661.00,-27.92,2.07
239762,13.50,101658.00,-27.67,2.32
239857,13.50,101665.00,-28.25,1.74
239953,13.50,101659.00,-27.75,2.24
240049,13.50,101659.00,-27.75,2.24
240145,13.50,101661.00,-27.92,2.07
240240,13.50,101656.00,-27.50,2.49
240336,13.50,101664.00,-28.16,1.82
240432,13.50,101657.00,-27.58,2.40
240527,13.50,101662.00,-28.00,1.99
240623,13.50,101657.00,-27.58,2.40
240718,13.50,101668.00,-28.49,1.49
240815,13.50,101661.00,-27.92,2.07
240910,13.50,101659.00,-27.75,2.24
241006,13.50,101661.00,-27.92,2.07
241101,13.50,101671.00,-28.74,1.24
241198,13.50,101663.00,-28.08,1.91
241293,13.50,101663.00,-28.08,1.91
241388,13.50,101661.00,-27.92,2.07
241484,13.50,101668.00,-28.49,1.49
241580,13.50,101665.00,-28.25,1.74
241676,13.50,101668.00,-28.49,1.49
241776,13.50,101659.00,-27.75,2.24
241872,13.50,101654.00,-27.33,2.65
241968,13.50,101650.00,-27.00,2.99
242064,13.50,101659.00,-27.75,2.24
242159,13.50,101663.00,-28.08,1.91
242255,13.50,101671.00,-28.74,1.24
242351,13.50,101658.00,-27.67,2.32
242447,13.50,101671.00,-28.74,1.24
242542,13.50,101664.00,-28.16,1.82
242637,13.50,101658.00,-27.67,2.32
242734,13.50,101667.00,-28.41,1.57
242829,13.50,101668.00,-28.49,1.49
242925,13.50,101668.00,-28.49,1.49
243020,13.60,101674.00,-28.99,1.00
243117,13.60,101676.00,-29.16,0.83
243212,13.60,101674.00,-28.99,1.00
243307,13.60,101674.00,-28.99,1.00
243403,13.60,101670.00,-28.66,1.33
243499,13.60,101673.00,-28.91,1.08
243595,13.60,101668.00,-28.49,1.49
243690,13.60,101669.00,-28.58,1.41
243786,13.60,101672.00,-28.83,1.16
243881,13.60,101670.00,-28.66,1.33
243978,13.60,101673.00,-28.91,1.08
244073,13.50,101667.00,-28.41,1.57
244168,13.50,101665.00,-28.25,1.74
244264,13.50,101663.00,-28.08,1.91
244360,13.50,101662.00,-28.00,1.99
244456,13.50,101663.00,-28.08,1.91
244551,13.50,101658.00,-27.67,2.32
244647,13.50,101665.00,-28.25,1.74
244743,13.50,101661.00,-27.92,2.07
244838,13.50,101661.00,-27.92,2.07
244934,13.50,101660.00,-27.83,2.16
245029,13.50,101661.00,-27.92,2.07
245126,13.50,101663.00,-28.08,1.91
245221,13.50,101663.00,-28.08,1.91
245317,13.50,101662.00,-28.00,1.99
245412,13.50,101664.00,-28.16,1.82
245509,13.50,101660.00,-27.83,2.16
245604,13.50,101659.00,-27.75,2.24
245699,13.50,101664.00,-28.16,1.82
245795,13.50,101663.00,-28.08,1.91
245891,13.50,101661.00,-27.92,2.07
245987,13.50,101662.00,-28.00,1.99
246082,13.60,101663.00,-28.08,1.91
246178,13.60,101667.00,-28.41,1.57
246274,13.60,101657.00,-27.58,2.40
246369,13.50,101662.00,-28.00,1.99
246465,13.60,101666.00,-28.33,1.66
246560,13.60,101671.00,-28.74,1.24
246657,13.50,101671.00,-28.74,1.24
246752,13.50,101669.00,-28.58,1.41
246848,13.50,101667.00,-28.41,1.57
246943,13.60,101667.00,-28.41,1.57
247040,13.60,101665.00,-28.25,1.74
247135,13.60,101669.00,-28.58,1.41
247230,13.60,101665.00,-28.25,1.74
247326,13.60,101665.00,-28.25,1.74
247421,13.60,101660.00,-27.83,2.16
247518,13.60,101654.00,-27.33,2.65
247613,13.60,101662.00,-28.00,1.99
247709,13.60,101666.00,-28.33,1.66
247804,13.60,101668.00,-28.49,1.49
247900,13.60,101667.00,-28.41,1.57
247996,13.60,101667.00,-28.41,1.57
248091,13.60,101673.00,-28.91,1.08
248187,13.60,101674.00,-28.99,1.00
248283,13.60,101666.00,-28.33,1.66
248379,13.60,101671.00,-28.74,1.24
248474,13.60,101677.00,-29.24,0.75
248570,13.60,101671.00,-28.74,1.24
248666,13.60,101674.00,-28.99,1.00
248761,13.60,101674.00,-28.99,1.00
248857,13.60,101677.00,-29.24,0.75
248952,13.60,101674.00,-28.99,1.00
249049,13.60,101671.00,-28.74,1.24
249144,13.60,101663.00,-28.08,1.91
249240,13.60,101669.00,-28.58,1.41
249335,13.60,101669.00,-28.58,1.41
249431,13.60,101669.00,-28.58,1.41
249527,13.60,101666.00,-28.33,1.66
249622,13.60,101664.00,-28.16,1.82
249718,13.60,101664.00,-28.16,1.82
249814,13.60,101672.00,-28.83,1.16
249910,13.60,101671.00,-28.74,1.24
250005,13.60,101674.00,-28.99,1.00
250101,13.60,101668.00,-28.49,1.49
250196,13.60,101673.00,-28.91,1.08
250292,13.60,101677.00,-29.24,0.75
250388,13.60,101674.00,-28.99,1.00
250483,13.60,101671.00,-28.74,1.24
250579,13.60,101667.00,-28.41,1.57
250675,13.60,101664.00,-28.16,1.82
250771,13.60,101664.00,-28.16,1.82
250866,13.60,101665.00,-28.25,1.74
250961,13.60,101663.00,-28.08,1.91
251058,13.60,101677.00,-29.24,0.75
251153,13.60,101666.00,-28.33,1.66
251249,13.60,101676.00,-29.16,0.83
251344,13.60,101671.00,-28.74,1.24
251441,13.60,101672.00,-28.83,1.16
251536,13.60,101663.00,-28.08,1.91
251632,13.60,101663.00,-28.08,1.91
251727,13.60,101663.00,-28.08,1.91
251823,13.60,101667.00,-28.41,1.57
251919,13.60,101674.00,-28.99,1.00
252014,13.60,101672.00,-28.83,1.16
252110,13.60,101661.00,-27.92,2.07
252206,13.60,101664.00,-28.16,1.82
252302,13.60,101672.00,-28.83,1.16
252397,13.60,101670.00,-28.66,1.33
252492,13.60,101669.00,-28.58,1.41
252589,13.60,101667.00,-28.41,1.57
252684,13.60,101668.00,-28.49,1.49
252780,13.60,101672.00,-28.83,1.16
252875,13.60,101667.00,-28.41,1.57
252972,13.60,101671.00,-28.74,1.24
253067,13.60,101672.00,-28.83,1.16
253163,13.60,101667.00,-28.41,1.57
253258,13.60,101675.00,-29.08,0.91
253353,13.60,101666.00,-28.33,1.66
253450,13.60,101671.00,-28.74,1.24
253545,13.60,101662.00,-28.00,1.99
253641,13.60,101666.00,-28.33,1.66
253736,13.60,101675.00,-29.08,0.91
253833,13.60,101670.00,-28.66,1.33
253928,13.60,101663.00,-28.08,1.91
254023,13.60,101670.00,-28.66,1.33
